,checking account status,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,employment,Installment,status n sex,Other debtors / guarantors,residence,Property,Age in years,Other installment plans,Housing,existing credits no.,Job,liability responsibles,Telephone,foreign worker,Category
907,0_to_200_DM,36,existing_credits_paid_duly,education,3711,unknown_no_savings,1_to_4_years,2,male_married_widowed,none,2,car_other,27,none,own,1,skilled_employee,1,none,yes,0
908,no_checking_account,15,delay_in_paying,car_used,3594,less_than_100_DM,less_than_1_year,1,female_divorced_separated_married,none,2,savings_insurance,46,none,own,2,unskilled_resident,1,none,yes,0
909,0_to_200_DM,9,existing_credits_paid_duly,car_new,3195,unknown_no_savings,1_to_4_years,1,female_divorced_separated_married,none,2,real_estate,33,none,own,1,unskilled_resident,1,none,yes,0
910,no_checking_account,36,delay_in_paying,radio_tv,4454,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,4,real_estate,34,none,own,2,skilled_employee,1,none,yes,0
911,0_to_200_DM,24,critical_account,furniture,4736,less_than_100_DM,less_than_1_year,2,female_divorced_separated_married,none,4,car_other,25,bank,own,1,unskilled_resident,1,none,yes,1
912,0_to_200_DM,30,existing_credits_paid_duly,radio_tv,2991,unknown_no_savings,greater_than_7_years,2,female_divorced_separated_married,none,4,car_other,25,none,own,1,skilled_employee,1,none,yes,0
913,no_checking_account,11,existing_credits_paid_duly,business,2142,greater_than_1000_DM,greater_than_7_years,1,male_divorced_separated,none,2,real_estate,28,none,own,1,skilled_employee,1,yes_registered,yes,0
914,less_than_0_DM,24,all_credits_paid_duly,business,3161,less_than_100_DM,1_to_4_years,4,male_single,none,2,savings_insurance,31,none,rent,1,skilled_employee,1,yes_registered,yes,1
915,0_to_200_DM,48,no_credits_taken,others,18424,less_than_100_DM,1_to_4_years,1,female_divorced_separated_married,none,2,savings_insurance,32,bank,own,1,management_self_employed,1,yes_registered,no,1
916,no_checking_account,10,existing_credits_paid_duly,car_used,2848,100_to_500_DM,1_to_4_years,1,male_single,co_applicant,2,real_estate,32,none,own,1,skilled_employee,2,none,yes,0
917,less_than_0_DM,6,existing_credits_paid_duly,car_new,14896,less_than_100_DM,greater_than_7_years,1,male_single,none,4,unknown_no_property,68,bank,own,1,management_self_employed,1,yes_registered,yes,1
918,less_than_0_DM,24,existing_credits_paid_duly,furniture,2359,100_to_500_DM,unemployed,1,male_divorced_separated,none,1,savings_insurance,33,none,own,1,skilled_employee,1,none,yes,1
919,less_than_0_DM,24,existing_credits_paid_duly,furniture,3345,less_than_100_DM,greater_than_7_years,4,male_single,none,2,savings_insurance,39,none,rent,1,management_self_employed,1,yes_registered,yes,1
920,no_checking_account,18,critical_account,furniture,1817,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,2,unknown_no_property,28,none,own,2,skilled_employee,1,none,yes,0
921,no_checking_account,48,delay_in_paying,radio_tv,12749,500_to_1000_DM,4_to_7_years,4,male_single,none,1,car_other,37,none,own,1,management_self_employed,1,yes_registered,yes,0
922,less_than_0_DM,9,existing_credits_paid_duly,radio_tv,1366,less_than_100_DM,less_than_1_year,3,female_divorced_separated_married,none,4,savings_insurance,22,none,rent,1,skilled_employee,1,none,yes,1
923,0_to_200_DM,12,existing_credits_paid_duly,car_new,2002,less_than_100_DM,4_to_7_years,3,male_single,none,4,savings_insurance,30,none,rent,1,skilled_employee,2,yes_registered,yes,0
924,less_than_0_DM,24,all_credits_paid_duly,furniture,6872,less_than_100_DM,less_than_1_year,2,male_divorced_separated,none,1,savings_insurance,55,bank,own,1,skilled_employee,1,yes_registered,yes,1
925,less_than_0_DM,12,all_credits_paid_duly,car_new,697,less_than_100_DM,less_than_1_year,4,male_single,none,2,car_other,46,bank,own,2,skilled_employee,1,yes_registered,yes,1
926,less_than_0_DM,18,critical_account,furniture,1049,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,4,savings_insurance,21,none,rent,1,skilled_employee,1,none,yes,0
927,less_than_0_DM,48,existing_credits_paid_duly,car_used,10297,less_than_100_DM,4_to_7_years,4,male_single,none,4,unknown_no_property,39,stores,for_free,3,skilled_employee,2,yes_registered,yes,1
928,no_checking_account,30,existing_credits_paid_duly,radio_tv,1867,unknown_no_savings,greater_than_7_years,4,male_single,none,4,car_other,58,none,own,1,skilled_employee,1,yes_registered,yes,0
929,less_than_0_DM,12,delay_in_paying,car_new,1344,less_than_100_DM,1_to_4_years,4,male_single,none,2,real_estate,43,none,own,2,unskilled_resident,2,none,yes,0
930,less_than_0_DM,24,existing_credits_paid_duly,furniture,1747,less_than_100_DM,less_than_1_year,4,male_single,co_applicant,1,savings_insurance,24,none,own,1,unskilled_resident,1,none,no,0
931,0_to_200_DM,9,existing_credits_paid_duly,radio_tv,1670,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,none,2,car_other,22,none,own,1,skilled_employee,1,yes_registered,yes,1
932,no_checking_account,9,critical_account,car_new,1224,less_than_100_DM,1_to_4_years,3,male_single,none,1,real_estate,30,none,own,2,skilled_employee,1,none,yes,0
933,no_checking_account,12,critical_account,radio_tv,522,500_to_1000_DM,greater_than_7_years,4,male_single,none,4,savings_insurance,42,none,own,2,skilled_employee,2,yes_registered,yes,0
934,less_than_0_DM,12,existing_credits_paid_duly,radio_tv,1498,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,1,car_other,23,bank,own,1,skilled_employee,1,none,yes,0
935,0_to_200_DM,30,delay_in_paying,radio_tv,1919,100_to_500_DM,less_than_1_year,4,male_single,none,3,unknown_no_property,30,stores,own,2,management_self_employed,1,none,yes,1
936,greater_than_200_DM,9,existing_credits_paid_duly,radio_tv,745,less_than_100_DM,1_to_4_years,3,female_divorced_separated_married,none,2,real_estate,28,none,own,1,unskilled_resident,1,none,yes,1
937,0_to_200_DM,6,existing_credits_paid_duly,radio_tv,2063,less_than_100_DM,less_than_1_year,4,male_married_widowed,none,3,car_other,30,none,rent,1,management_self_employed,1,yes_registered,yes,0
938,0_to_200_DM,60,existing_credits_paid_duly,education,6288,less_than_100_DM,1_to_4_years,4,male_single,none,4,unknown_no_property,42,none,for_free,1,skilled_employee,1,none,yes,1
939,no_checking_account,24,critical_account,car_used,6842,unknown_no_savings,1_to_4_years,2,male_single,none,4,savings_insurance,46,none,own,2,management_self_employed,2,yes_registered,yes,0
940,no_checking_account,12,existing_credits_paid_duly,car_new,3527,unknown_no_savings,less_than_1_year,2,male_single,none,3,savings_insurance,45,none,own,1,management_self_employed,2,yes_registered,yes,0
941,no_checking_account,10,existing_credits_paid_duly,car_new,1546,less_than_100_DM,1_to_4_years,3,male_single,none,2,real_estate,31,none,own,1,unskilled_resident,2,none,no,0
942,no_checking_account,24,existing_credits_paid_duly,furniture,929,unknown_no_savings,4_to_7_years,4,male_single,none,2,car_other,31,stores,own,1,skilled_employee,1,yes_registered,yes,0
943,no_checking_account,4,critical_account,car_new,1455,less_than_100_DM,4_to_7_years,2,male_single,none,1,real_estate,42,none,own,3,unskilled_resident,2,none,yes,0
944,less_than_0_DM,15,existing_credits_paid_duly,furniture,1845,less_than_100_DM,less_than_1_year,4,female_divorced_separated_married,guarantor,1,savings_insurance,46,none,rent,1,skilled_employee,1,none,yes,0
945,0_to_200_DM,48,no_credits_taken,car_new,8358,500_to_1000_DM,less_than_1_year,1,female_divorced_separated_married,none,1,car_other,30,none,own,2,skilled_employee,1,none,yes,0
946,less_than_0_DM,24,all_credits_paid_duly,furniture,3349,500_to_1000_DM,less_than_1_year,4,male_single,none,4,unknown_no_property,30,none,for_free,1,skilled_employee,2,yes_registered,yes,1
947,no_checking_account,12,existing_credits_paid_duly,car_new,2859,unknown_no_savings,unemployed,4,male_single,none,4,unknown_no_property,38,none,own,1,management_self_employed,1,yes_registered,yes,0
948,no_checking_account,18,existing_credits_paid_duly,furniture,1533,less_than_100_DM,less_than_1_year,4,male_married_widowed,co_applicant,1,savings_insurance,43,none,own,1,unskilled_resident,2,none,yes,1
949,no_checking_account,24,existing_credits_paid_duly,radio_tv,3621,100_to_500_DM,greater_than_7_years,2,male_single,none,4,car_other,31,none,own,2,skilled_employee,1,none,yes,1
950,0_to_200_DM,18,critical_account,business,3590,less_than_100_DM,unemployed,3,male_married_widowed,none,3,car_other,40,none,own,3,unemployed_unskilled_non_resident,2,yes_registered,yes,0
951,less_than_0_DM,36,delay_in_paying,business,2145,less_than_100_DM,4_to_7_years,2,male_single,none,1,car_other,24,none,own,2,skilled_employee,1,yes_registered,yes,1
952,0_to_200_DM,24,existing_credits_paid_duly,car_used,4113,500_to_1000_DM,less_than_1_year,3,female_divorced_separated_married,none,4,car_other,28,none,rent,1,skilled_employee,1,none,yes,1
953,no_checking_account,36,existing_credits_paid_duly,furniture,10974,less_than_100_DM,unemployed,4,female_divorced_separated_married,none,2,car_other,26,none,own,2,management_self_employed,1,yes_registered,yes,1
954,less_than_0_DM,12,existing_credits_paid_duly,car_new,1893,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,guarantor,4,savings_insurance,29,none,own,1,skilled_employee,1,yes_registered,yes,0
955,less_than_0_DM,24,critical_account,radio_tv,1231,greater_than_1000_DM,greater_than_7_years,4,female_divorced_separated_married,none,4,savings_insurance,57,none,rent,2,management_self_employed,1,yes_registered,yes,0
956,greater_than_200_DM,30,critical_account,radio_tv,3656,unknown_no_savings,greater_than_7_years,4,male_single,none,4,savings_insurance,49,stores,own,2,unskilled_resident,1,none,yes,0
957,0_to_200_DM,9,critical_account,radio_tv,1154,less_than_100_DM,greater_than_7_years,2,male_single,none,4,real_estate,37,none,own,3,unskilled_resident,1,none,yes,0
958,less_than_0_DM,28,existing_credits_paid_duly,car_new,4006,less_than_100_DM,1_to_4_years,3,male_single,none,2,car_other,45,none,own,1,unskilled_resident,1,none,yes,1
959,0_to_200_DM,24,existing_credits_paid_duly,furniture,3069,100_to_500_DM,greater_than_7_years,4,male_single,none,4,unknown_no_property,30,none,for_free,1,skilled_employee,1,none,yes,0
960,no_checking_account,6,critical_account,radio_tv,1740,less_than_100_DM,greater_than_7_years,2,male_married_widowed,none,2,real_estate,30,none,rent,2,skilled_employee,1,none,yes,0
961,0_to_200_DM,21,delay_in_paying,car_new,2353,less_than_100_DM,1_to_4_years,1,male_divorced_separated,none,4,savings_insurance,47,none,own,2,skilled_employee,1,none,yes,0
962,no_checking_account,15,existing_credits_paid_duly,car_new,3556,unknown_no_savings,1_to_4_years,3,male_single,none,2,unknown_no_property,29,none,own,1,skilled_employee,1,none,yes,0
963,no_checking_account,24,existing_credits_paid_duly,radio_tv,2397,500_to_1000_DM,greater_than_7_years,3,male_single,none,2,car_other,35,bank,own,2,skilled_employee,1,yes_registered,yes,1
964,0_to_200_DM,6,existing_credits_paid_duly,repairs,454,less_than_100_DM,less_than_1_year,3,male_married_widowed,none,1,savings_insurance,22,none,own,1,unskilled_resident,1,none,yes,0
965,0_to_200_DM,30,existing_credits_paid_duly,radio_tv,1715,unknown_no_savings,1_to_4_years,4,female_divorced_separated_married,none,1,car_other,26,none,own,1,skilled_employee,1,none,yes,0
966,0_to_200_DM,27,critical_account,radio_tv,2520,500_to_1000_DM,1_to_4_years,4,male_single,none,2,savings_insurance,23,none,own,2,unskilled_resident,1,none,yes,1
967,no_checking_account,15,existing_credits_paid_duly,radio_tv,3568,less_than_100_DM,greater_than_7_years,4,female_divorced_separated_married,none,2,car_other,54,bank,rent,1,management_self_employed,1,yes_registered,yes,0
968,no_checking_account,42,existing_credits_paid_duly,radio_tv,7166,unknown_no_savings,4_to_7_years,2,male_married_widowed,none,4,savings_insurance,29,none,rent,1,skilled_employee,1,yes_registered,yes,0
969,less_than_0_DM,11,critical_account,car_new,3939,less_than_100_DM,1_to_4_years,1,male_single,none,2,real_estate,40,none,own,2,unskilled_resident,2,none,yes,0
970,0_to_200_DM,15,existing_credits_paid_duly,repairs,1514,100_to_500_DM,1_to_4_years,4,male_single,guarantor,2,real_estate,22,none,own,1,skilled_employee,1,none,yes,0
971,no_checking_account,24,existing_credits_paid_duly,car_new,7393,less_than_100_DM,1_to_4_years,1,male_single,none,4,savings_insurance,43,none,own,1,unskilled_resident,2,none,yes,0
972,less_than_0_DM,24,all_credits_paid_duly,car_new,1193,less_than_100_DM,unemployed,1,female_divorced_separated_married,co_applicant,4,unknown_no_property,29,none,rent,2,unemployed_unskilled_non_resident,1,none,yes,1
973,less_than_0_DM,60,existing_credits_paid_duly,business,7297,less_than_100_DM,greater_than_7_years,4,male_single,co_applicant,4,unknown_no_property,36,none,rent,1,skilled_employee,1,none,yes,1
974,no_checking_account,30,critical_account,radio_tv,2831,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,2,car_other,33,none,own,1,skilled_employee,1,yes_registered,yes,0
975,greater_than_200_DM,24,existing_credits_paid_duly,radio_tv,1258,500_to_1000_DM,1_to_4_years,3,female_divorced_separated_married,none,3,car_other,57,none,own,1,unskilled_resident,1,none,yes,0
976,0_to_200_DM,6,existing_credits_paid_duly,radio_tv,753,less_than_100_DM,1_to_4_years,2,female_divorced_separated_married,guarantor,3,real_estate,64,none,own,1,skilled_employee,1,none,yes,0
977,0_to_200_DM,18,delay_in_paying,business,2427,unknown_no_savings,greater_than_7_years,4,male_single,none,2,savings_insurance,42,none,own,2,skilled_employee,1,none,yes,0
978,no_checking_account,24,delay_in_paying,car_new,2538,less_than_100_DM,greater_than_7_years,4,male_single,none,4,car_other,47,none,own,2,unskilled_resident,2,none,yes,1
979,0_to_200_DM,15,all_credits_paid_duly,car_new,1264,100_to_500_DM,1_to_4_years,2,male_married_widowed,none,2,savings_insurance,25,none,rent,1,skilled_employee,1,none,yes,1
980,0_to_200_DM,30,critical_account,furniture,8386,less_than_100_DM,4_to_7_years,2,male_single,none,2,savings_insurance,49,none,own,1,skilled_employee,1,none,yes,1
981,no_checking_account,48,existing_credits_paid_duly,business,4844,less_than_100_DM,unemployed,3,male_single,none,2,car_other,33,bank,rent,1,management_self_employed,1,yes_registered,yes,1
982,greater_than_200_DM,21,existing_credits_paid_duly,car_new,2923,100_to_500_DM,1_to_4_years,1,female_divorced_separated_married,none,1,car_other,28,bank,own,1,management_self_employed,1,yes_registered,yes,0
983,less_than_0_DM,36,existing_credits_paid_duly,car_used,8229,less_than_100_DM,1_to_4_years,2,male_single,none,2,savings_insurance,26,none,own,1,skilled_employee,2,none,yes,1
984,no_checking_account,24,critical_account,furniture,2028,less_than_100_DM,4_to_7_years,2,male_single,none,2,savings_insurance,30,none,own,2,unskilled_resident,1,none,yes,0
985,less_than_0_DM,15,critical_account,furniture,1433,less_than_100_DM,1_to_4_years,4,female_divorced_separated_married,none,3,savings_insurance,25,none,rent,2,skilled_employee,1,none,yes,0
986,greater_than_200_DM,42,no_credits_taken,business,6289,less_than_100_DM,less_than_1_year,2,male_divorced_separated,none,1,savings_insurance,33,none,own,2,skilled_employee,1,none,yes,0
987,no_checking_account,13,existing_credits_paid_duly,radio_tv,1409,100_to_500_DM,unemployed,2,female_divorced_separated_married,none,4,real_estate,64,none,own,1,skilled_employee,1,none,yes,0
988,less_than_0_DM,24,existing_credits_paid_duly,car_used,6579,less_than_100_DM,unemployed,4,male_single,none,2,unknown_no_property,29,none,for_free,1,management_self_employed,1,yes_registered,yes,0
989,0_to_200_DM,24,critical_account,radio_tv,1743,less_than_100_DM,greater_than_7_years,4,male_single,none,2,savings_insurance,48,none,own,2,unskilled_resident,1,none,yes,0
990,no_checking_account,12,critical_account,education,3565,unknown_no_savings,less_than_1_year,2,male_single,none,1,savings_insurance,37,none,own,2,unskilled_resident,2,none,yes,0
991,no_checking_account,15,all_credits_paid_duly,radio_tv,1569,100_to_500_DM,greater_than_7_years,4,male_single,none,4,car_other,34,bank,own,1,unskilled_resident,2,none,yes,0
992,less_than_0_DM,18,existing_credits_paid_duly,radio_tv,1936,unknown_no_savings,4_to_7_years,2,male_married_widowed,none,4,car_other,23,none,rent,2,unskilled_resident,1,none,yes,0
993,less_than_0_DM,36,existing_credits_paid_duly,furniture,3959,less_than_100_DM,unemployed,4,male_single,none,3,savings_insurance,30,none,own,1,management_self_employed,1,yes_registered,yes,0
994,no_checking_account,12,existing_credits_paid_duly,car_new,2390,unknown_no_savings,greater_than_7_years,4,male_single,none,3,car_other,50,none,own,1,skilled_employee,1,yes_registered,yes,0
